"","X1","carat","cut","cut_ord","color","clarity","clarity_ord","predicted_price"
"1728",1728,0.51,"Ideal",5,"I","VVS2",6,2558.82667
"1729",1729,0.73,"Very Good",3,"H","VS1",4,3162.41641
"1730",1730,0.41,"Good",2,"G","VVS1",7,1699.14997
"1731",1731,1.23,"Ideal",5,"F","VVS2",6,8580.48691
"1732",1732,0.55,"Ideal",5,"I","VVS1",7,3351.16535
"1733",1733,0.58,"Very Good",3,"D","SI1",3,1450.10186
"1734",1734,0.97,"Premium",4,"D","SI1",3,4872.21349
"1735",1735,0.33,"Ideal",5,"E","VS2",5,595.60961
"1736",1736,0.33,"Ideal",5,"G","VVS2",6,1053.41161
"1737",1737,0.41,"Ideal",5,"J","VS1",4,806.88097
"1738",1738,0.27,"Ideal",5,"F","VVS1",7,1009.40859
"1739",1739,0.3,"Very Good",3,"G","SI1",3,-891.6549
"1740",1740,0.52,"Ideal",5,"E","VVS2",6,2642.46084
"1741",1741,0.42,"Ideal",5,"E","VVS1",7,2263.92114
"1742",1742,1.01,"Good",2,"E","SI2",2,4428.19017
"1743",1743,0.39,"Ideal",5,"G","VVS1",7,2013.01863
"1744",1744,0.43,"Very Good",3,"E","SI1",3,195.58931
"1745",1745,0.72,"Ideal",5,"F","VVS2",6,4315.14424
"1746",1746,0.23,"Very Good",3,"H","VVS1",7,354.11391
"1747",1747,0.79,"Very Good",3,"D","VS1",4,3664.22143
"1748",1748,0.35,"Ideal",5,"G","IF",8,2136.28395
"1749",1749,0.24,"Very Good",3,"J","VVS2",6,-20.0539200000001
"1750",1750,0.68,"Very Good",3,"F","VVS2",6,3659.84956
"1751",1751,1.02,"Very Good",3,"E","VS1",4,5587.80734
"1752",1752,0.71,"Ideal",5,"F","SI2",2,2400.30207
"1753",1753,0.76,"Premium",4,"I","VVS1",7,4947.10392
"1754",1754,0.41,"Ideal",5,"G","VVS2",6,1722.48497
"1755",1755,0.7,"Very Good",3,"G","SI2",2,1995.9099
"1756",1756,2.41,"Premium",4,"H","SI2",2,16457.73197
"1757",1757,0.61,"Good",2,"H","VVS2",6,2914.03137
"1758",1758,1,"Ideal",5,"D","SI1",3,5283.495
"1759",1759,0.71,"Ideal",5,"D","VS2",5,3773.70807
"1760",1760,1.13,"Very Good",3,"F","SI1",3,6049.98121
"1761",1761,0.41,"Ideal",5,"E","VS2",5,1264.68297
"1762",1762,0.76,"Very Good",3,"H","SI1",3,2955.51692
"1763",1763,0.97,"Ideal",5,"I","I1",1,4116.98849
"1764",1764,0.62,"Premium",4,"G","I1",1,1029.41354
"1765",1765,0.9,"Good",2,"F","SI1",3,3966.0163
"1766",1766,0.79,"Very Good",3,"E","VS2",5,4122.02343
"1767",1767,0.3,"Ideal",5,"E","SI1",3,-570.8969
"1768",1768,0.31,"Ideal",5,"G","VVS1",7,1343.94527
"1769",1769,0.32,"Ideal",5,"D","VS2",5,511.97544
"1770",1770,1.04,"Good",2,"D","SI1",3,5136.89468
"1771",1771,1.21,"Ideal",5,"G","VVS1",7,8871.02057
"1772",1772,1.02,"Fair",1,"G","SI1",3,4809.24734
"1773",1773,0.35,"Ideal",5,"E","VS2",5,762.87795
"1774",1774,0.32,"Ideal",5,"D","SI1",3,-403.62856
"1775",1775,1.02,"Premium",4,"F","VS1",4,5748.18634
"1776",1776,0.36,"Premium",4,"E","SI2",2,-687.27288
"1777",1777,0.38,"Premium",4,"G","VS1",4,395.59946
"1778",1778,1.05,"Premium",4,"H","SI1",3,5541.28685
"1779",1779,0.41,"Good",2,"E","SI2",2,-589.86003
"1780",1780,1.05,"Very Good",3,"D","VS2",5,6296.51185
"1781",1781,1.52,"Premium",4,"H","SI1",3,9472.09284
"1782",1782,0.9,"Ideal",5,"H","SI1",3,4447.1533
"1783",1783,1.15,"Premium",4,"H","SI2",2,5919.82655
"1784",1784,0.94,"Ideal",5,"D","SI1",3,4781.68998
"1785",1785,0.7,"Premium",4,"G","VS1",4,3071.8929
"1786",1786,0.5,"Ideal",5,"D","VVS2",6,2475.1925
"1787",1787,0.64,"Ideal",5,"G","VVS2",6,3646.07088
"1788",1788,0.55,"Ideal",5,"I","VS2",5,2435.56135
"1789",1789,0.38,"Ideal",5,"F","VS2",5,1013.78046
"1790",1790,0.53,"Ideal",5,"D","VS2",5,2268.29301
"1791",1791,1.68,"Good",2,"E","I1",1,9573.87756
"1792",1792,1.22,"Premium",4,"H","SI1",3,6963.06774
"1793",1793,2,"Fair",1,"H","SI2",2,12547.594
"1794",1794,1.01,"Premium",4,"F","SI2",2,4748.94817
"1795",1795,0.9,"Ideal",5,"H","SI2",2,3989.3513
"1796",1796,0.26,"Ideal",5,"H","VS1",4,-447.63158
"1797",1797,1.01,"Ideal",5,"E","SI2",2,4909.32717
"1798",1798,0.92,"Very Good",3,"F","SI1",3,4293.66364
"1799",1799,1.5,"Premium",4,"E","SI2",2,8847.0225
"1800",1800,1.34,"Very Good",3,"H","VS2",5,8721.90278
"1801",1801,0.31,"Ideal",5,"D","VS2",5,428.34127
"1802",1802,0.61,"Good",2,"F","VS1",4,1998.42737
"1803",1803,0.4,"Good",2,"F","SI1",3,-215.6922
"1804",1804,0.3,"Ideal",5,"H","VS2",5,344.7071
"1805",1805,0.95,"Ideal",5,"E","SI2",2,4407.52215
"1806",1806,0.32,"Ideal",5,"G","VS1",4,54.17344
"1807",1807,1.66,"Good",2,"J","VS2",5,11237.81722
"1808",1808,1.22,"Premium",4,"D","VS2",5,7878.67174
"1809",1809,2.53,"Premium",4,"H","SI2",2,17461.34201
"1810",1810,0.3,"Ideal",5,"H","VS1",4,-113.0949
"1811",1811,0.25,"Very Good",3,"H","VVS2",6,63.5802499999998
"1812",1812,0.73,"Ideal",5,"G","VS1",4,3483.17441
"1813",1813,0.3,"Very Good",3,"I","IF",8,1397.3551
"1814",1814,1.31,"Premium",4,"I","SI2",2,7257.97327
"1815",1815,1.01,"Very Good",3,"F","VS2",5,5961.97517
"1816",1816,0.41,"Very Good",3,"D","VS2",5,943.92497
"1817",1817,0.37,"Premium",4,"G","SI1",3,-145.83671
"1818",1818,0.3,"Very Good",3,"F","VVS1",7,939.5531
"1819",1819,0.51,"Premium",4,"E","VS2",5,1940.64567
"1820",1820,2.56,"Good",2,"J","SI2",2,17391.48652
"1821",1821,0.38,"Premium",4,"H","SI1",3,-62.2025400000003
"1822",1822,0.38,"Very Good",3,"G","VS1",4,235.22046
"1823",1823,0.58,"Ideal",5,"G","VS2",5,2686.46386
"1824",1824,0.74,"Ideal",5,"G","SI2",2,2651.20458
"1825",1825,0.31,"Ideal",5,"I","SI1",3,-487.26273
"1826",1826,1,"Good",2,"G","VS2",5,5717.962
"1827",1827,0.31,"Very Good",3,"H","VS2",5,107.58327
"1828",1828,0.61,"Premium",4,"F","VVS2",6,3234.78937
"1829",1829,0.81,"Ideal",5,"F","VS2",5,4610.04977
"1830",1830,0.58,"Ideal",5,"F","SI1",3,1770.85986
"1831",1831,0.38,"Very Good",3,"F","VS2",5,693.02246
"1832",1832,0.54,"Ideal",5,"E","SI1",3,1436.32318
"1833",1833,0.57,"Very Good",3,"E","VS2",5,2282.07169
"1834",1834,1.01,"Premium",4,"G","SI1",3,5206.75017
"1835",1835,0.57,"Fair",1,"F","VS1",4,1503.51169
"1836",1836,0.73,"Premium",4,"E","SI1",3,2864.99341
"1837",1837,1.18,"Ideal",5,"E","SI2",2,6331.10806
"1838",1838,0.31,"Ideal",5,"F","IF",8,1801.74727
"1839",1839,0.3,"Ideal",5,"H","VS1",4,-113.0949
"1840",1840,0.34,"Ideal",5,"E","VS2",5,679.24378
"1841",1841,0.7,"Very Good",3,"G","SI2",2,1995.9099
"1842",1842,0.3,"Ideal",5,"G","VS1",4,-113.0949
"1843",1843,0.58,"Ideal",5,"E","VVS2",6,3144.26586
"1844",1844,1.24,"Ideal",5,"E","VS2",5,8206.31908
"1845",1845,1.23,"Very Good",3,"F","VS1",4,7344.12491
"1846",1846,0.57,"Ideal",5,"E","SI1",3,1687.22569
"1847",1847,0.32,"Ideal",5,"E","VVS1",7,1427.57944
"1848",1848,0.9,"Ideal",5,"G","VVS1",7,6278.3613
"1849",1849,0.39,"Ideal",5,"E","VVS2",6,1555.21663
"1850",1850,0.8,"Ideal",5,"H","SI1",3,3610.8116
"1851",1851,1.14,"Ideal",5,"G","VS1",4,6912.17538
"1852",1852,0.72,"Very Good",3,"G","VS1",4,3078.78224
"1853",1853,0.31,"Ideal",5,"E","VS2",5,428.34127
"1854",1854,0.54,"Ideal",5,"D","SI1",3,1436.32318
"1855",1855,0.32,"Ideal",5,"I","VS2",5,511.97544
"1856",1856,0.32,"Ideal",5,"D","VS2",5,511.97544
"1857",1857,0.27,"Ideal",5,"E","VS2",5,93.8045900000002
"1858",1858,1.06,"Ideal",5,"F","I1",1,4869.69602
"1859",1859,1.01,"Premium",4,"F","VS2",5,6122.35417
"1860",1860,1.04,"Premium",4,"G","SI2",2,4999.85068
"1861",1861,0.25,"Premium",4,"E","VVS2",6,223.95925
"1862",1862,0.3,"Ideal",5,"H","VS2",5,344.7071
"1863",1863,0.51,"Premium",4,"G","SI2",2,567.23967
"1864",1864,0.73,"Ideal",5,"I","VS1",4,3483.17441
"1865",1865,0.44,"Ideal",5,"I","VS1",4,1057.78348
"1866",1866,0.33,"Very Good",3,"I","SI1",3,-640.75239
"1867",1867,0.7,"Very Good",3,"E","SI1",3,2453.7119
"1868",1868,1,"Good",2,"H","VVS2",6,6175.764
"1869",1869,0.3,"Ideal",5,"G","VVS1",7,1260.3111
"1870",1870,0.76,"Premium",4,"E","SI2",2,2658.09392
"1871",1871,0.79,"Ideal",5,"F","SI1",3,3527.17743
"1872",1872,0.76,"Ideal",5,"F","VS2",5,4191.87892
"1873",1873,0.51,"Ideal",5,"F","VS1",4,1643.22267
"1874",1874,0.53,"Ideal",5,"D","VS2",5,2268.29301
"1875",1875,0.56,"Fair",1,"E","VVS2",6,2335.48152
"1876",1876,0.31,"Ideal",5,"F","VVS1",7,1343.94527
"1877",1877,0.41,"Premium",4,"E","VS1",4,646.50197
"1878",1878,0.54,"Ideal",5,"F","VS2",5,2351.92718
"1879",1879,1,"Very Good",3,"G","SI1",3,4962.737
"1880",1880,1.01,"Very Good",3,"H","SI1",3,5046.37117
"1881",1881,1.65,"Ideal",5,"G","VS1",4,11177.51805
"1882",1882,0.24,"Ideal",5,"F","IF",8,1216.30808
"1883",1883,0.33,"Ideal",5,"E","SI1",3,-319.99439
"1884",1884,0.78,"Ideal",5,"F","VS2",5,4359.14726
"1885",1885,1.01,"Very Good",3,"G","VS2",5,5961.97517
"1886",1886,0.74,"Very Good",3,"E","SI2",2,2330.44658
"1887",1887,0.51,"Premium",4,"D","VS1",4,1482.84367
"1888",1888,2.01,"Good",2,"I","SI1",3,13249.40917
"1889",1889,0.34,"Ideal",5,"G","SI1",3,-236.36022
"1890",1890,1.23,"Ideal",5,"I","SI1",3,7207.08091
"1891",1891,0.39,"Ideal",5,"F","VVS2",6,1555.21663
"1892",1892,1.5,"Very Good",3,"H","VS1",4,9602.2475
"1893",1893,0.31,"Ideal",5,"E","VVS1",7,1343.94527
"1894",1894,0.34,"Ideal",5,"D","VS2",5,679.24378
"1895",1895,0.34,"Ideal",5,"G","IF",8,2052.64978
"1896",1896,0.33,"Ideal",5,"G","VS1",4,137.80761
"1897",1897,0.3,"Ideal",5,"H","SI1",3,-570.8969
"1898",1898,0.28,"Ideal",5,"D","VS2",5,177.43876
"1899",1899,0.35,"Very Good",3,"D","VS1",4,-15.6820500000001
"1900",1900,0.3,"Ideal",5,"F","IF",8,1718.1131
"1901",1901,1.4,"Ideal",5,"J","SI1",3,8628.8618
"1902",1902,0.35,"Premium",4,"E","SI1",3,-313.10505
"1903",1903,0.42,"Premium",4,"G","SI1",3,272.33414
"1904",1904,1.75,"Ideal",5,"I","SI1",3,11556.05775
"1905",1905,0.42,"Ideal",5,"E","SI2",2,-25.0888600000001
"1906",1906,1.26,"Ideal",5,"G","VS1",4,7915.78542
"1907",1907,1.25,"Ideal",5,"J","VS1",4,7832.15125
"1908",1908,1.01,"Premium",4,"E","SI1",3,5206.75017
"1909",1909,0.23,"Good",2,"E","VVS1",7,193.73491
"1910",1910,1.15,"Ideal",5,"J","VS1",4,6995.80955
"1911",1911,1.02,"Premium",4,"I","SI2",2,4832.58234
"1912",1912,0.39,"Ideal",5,"H","IF",8,2470.82063
"1913",1913,0.37,"Premium",4,"I","VVS1",7,1685.37129
"1914",1914,0.9,"Good",2,"H","SI1",3,3966.0163
"1915",1915,0.27,"Very Good",3,"G","VVS1",7,688.65059
"1916",1916,0.53,"Premium",4,"F","I1",1,276.70601
"1917",1917,0.57,"Premium",4,"G","VS1",4,1984.64869
"1918",1918,0.76,"Premium",4,"H","SI1",3,3115.89592
"1919",1919,1.02,"Ideal",5,"J","SI2",2,4992.96134
"1920",1920,0.58,"Premium",4,"E","VS2",5,2526.08486
"1921",1921,0.7,"Good",2,"D","SI2",2,1835.5309
"1922",1922,0.32,"Good",2,"D","SI1",3,-884.76556
"1923",1923,0.72,"Very Good",3,"E","VS2",5,3536.58424
"1924",1924,0.73,"Premium",4,"E","VS2",5,3780.59741
"1925",1925,1.02,"Very Good",3,"G","VS2",5,6045.60934
"1926",1926,0.4,"Very Good",3,"D","VS2",5,860.2908
"1927",1927,0.31,"Ideal",5,"H","VS1",4,-29.4607300000002
"1928",1928,1.04,"Ideal",5,"G","VS2",5,6533.63568
"1929",1929,0.71,"Very Good",3,"F","VS2",5,3452.95007
"1930",1930,0.34,"Premium",4,"I","VVS1",7,1434.46878
"1931",1931,0.3,"Very Good",3,"G","VVS1",7,939.5531
"1932",1932,0.71,"Premium",4,"D","VS2",5,3613.32907
"1933",1933,2.28,"Premium",4,"H","SI2",2,15370.48776
"1934",1934,0.72,"Very Good",3,"E","SI1",3,2620.98024
"1935",1935,0.91,"Good",2,"E","VS2",5,4965.25447
"1936",1936,0.5,"Very Good",3,"E","VS1",4,1238.8305
"1937",1937,0.91,"Premium",4,"F","SI2",2,3912.60647
"1938",1938,0.3,"Ideal",5,"E","VS2",5,344.7071
"1939",1939,0.41,"Premium",4,"E","SI2",2,-269.10203
"1940",1940,0.71,"Premium",4,"I","VVS1",7,4528.93307
"1941",1941,0.92,"Good",2,"E","SI1",3,4133.28464
"1942",1942,0.3,"Ideal",5,"D","VS2",5,344.7071
"1943",1943,0.7,"Premium",4,"H","SI1",3,2614.0909
"1944",1944,2.36,"Premium",4,"H","SI2",2,16039.56112
"1945",1945,0.35,"Ideal",5,"I","IF",8,2136.28395
"1946",1946,0.7,"Ideal",5,"E","VS1",4,3232.2719
"1947",1947,0.81,"Ideal",5,"J","VS2",5,4610.04977
"1948",1948,0.53,"Ideal",5,"G","SI2",2,894.88701
"1949",1949,1.07,"Ideal",5,"G","SI1",3,5868.93419
"1950",1950,1.51,"Very Good",3,"J","VS1",4,9685.88167
"1951",1951,0.31,"Ideal",5,"F","VS2",5,428.34127
"1952",1952,1.61,"Premium",4,"H","SI1",3,10224.80037
"1953",1953,0.3,"Good",2,"G","VVS2",6,321.3721
"1954",1954,0.39,"Ideal",5,"D","VVS2",6,1555.21663
"1955",1955,0.43,"Ideal",5,"E","VVS2",6,1889.75331
"1956",1956,1.04,"Premium",4,"I","SI1",3,5457.65268
"1957",1957,0.35,"Ideal",5,"E","VS2",5,762.87795
"1958",1958,1.02,"Very Good",3,"F","SI1",3,5130.00534
"1959",1959,0.92,"Ideal",5,"G","VS2",5,5530.02564
"1960",1960,0.9,"Very Good",3,"F","VS1",4,4584.1973
"1961",1961,0.59,"Very Good",3,"D","SI1",3,1533.73603
"1962",1962,1.09,"Ideal",5,"H","SI1",3,6036.20253
"1963",1963,0.5,"Ideal",5,"E","VS2",5,2017.3905
"1964",1964,0.81,"Premium",4,"H","SI2",2,3076.26477
"1965",1965,0.54,"Good",2,"H","VS1",4,1412.98818
"1966",1966,0.52,"Ideal",5,"D","VS2",5,2184.65884
"1967",1967,0.92,"Premium",4,"F","SI2",2,3996.24064
"1968",1968,2.12,"Very Good",3,"H","SI2",2,13871.96204
"1969",1969,2.01,"Good",2,"I","SI2",2,12791.60717
"1970",1970,1.2,"Very Good",3,"F","VVS2",6,8008.8264
"1971",1971,1.18,"Premium",4,"G","SI2",2,6170.72906
"1972",1972,0.61,"Ideal",5,"F","VS1",4,2479.56437
"1973",1973,1.06,"Very Good",3,"F","VS2",5,6380.14602
"1974",1974,0.42,"Premium",4,"H","VVS1",7,2103.54214
"1975",1975,0.51,"Premium",4,"D","VS2",5,1940.64567
"1976",1976,0.3,"Ideal",5,"E","VVS1",7,1260.3111
"1977",1977,0.31,"Ideal",5,"E","VS2",5,428.34127
"1978",1978,1.11,"Very Good",3,"H","SI1",3,5882.71287
"1979",1979,0.31,"Premium",4,"H","VVS2",6,725.76427
"1980",1980,0.72,"Ideal",5,"G","VS2",5,3857.34224
"1981",1981,0.76,"Very Good",3,"I","SI1",3,2955.51692
"1982",1982,0.35,"Premium",4,"F","VS2",5,602.49895
"1983",1983,0.8,"Good",2,"G","VS2",5,4045.2786
"1984",1984,1.02,"Premium",4,"D","SI2",2,4832.58234
"1985",1985,0.7,"Ideal",5,"F","SI1",3,2774.4699
"1986",1986,1.13,"Ideal",5,"G","VS2",5,7286.34321
"1987",1987,1.01,"Fair",1,"E","SI2",2,4267.81117
"1988",1988,0.57,"Very Good",3,"D","SI1",3,1366.46769
"1989",1989,2.01,"Good",2,"G","SI2",2,12791.60717
"1990",1990,0.52,"Ideal",5,"G","SI2",2,811.25284
"1991",1991,1.51,"Good",2,"I","SI1",3,9067.70067
"1992",1992,1.64,"Ideal",5,"G","VVS2",6,12009.48788
"1993",1993,0.8,"Fair",1,"G","SI2",2,2511.4936
"1994",1994,0.3,"Good",2,"D","VS2",5,-136.4299
"1995",1995,0.43,"Ideal",5,"G","IF",8,2805.35731
"1996",1996,0.32,"Ideal",5,"G","VS2",5,511.97544
"1997",1997,0.31,"Ideal",5,"E","VS1",4,-29.4607300000002
"1998",1998,2.16,"Ideal",5,"I","SI2",2,14527.25672
"1999",1999,0.6,"Ideal",5,"G","VS2",5,2853.7322
"2000",2000,1.25,"Very Good",3,"I","SI1",3,7053.59125
"2001",2001,1.71,"Premium",4,"G","SI1",3,11061.14207
"2002",2002,0.42,"Ideal",5,"F","VVS2",6,1806.11914
"2003",2003,0.31,"Good",2,"F","SI1",3,-968.39973
"2004",2004,0.9,"Good",2,"D","SI1",3,3966.0163
"2005",2005,0.31,"Good",2,"F","VVS2",6,405.00627
"2006",2006,0.55,"Very Good",3,"E","VS2",5,2114.80335
"2007",2007,1.32,"Very Good",3,"G","SI2",2,7181.22844
"2008",2008,0.79,"Ideal",5,"F","SI2",2,3069.37543
"2009",2009,0.4,"Ideal",5,"F","VS2",5,1181.0488
"2010",2010,0.31,"Ideal",5,"G","VVS1",7,1343.94527
"2011",2011,0.7,"Very Good",3,"F","SI1",3,2453.7119
"2012",2012,0.9,"Good",2,"D","VS2",5,4881.6203
"2013",2013,0.36,"Premium",4,"E","VS2",5,686.13312
"2014",2014,0.51,"Very Good",3,"E","VS2",5,1780.26667
"2015",2015,0.34,"Ideal",5,"G","SI1",3,-236.36022
"2016",2016,0.31,"Very Good",3,"G","SI1",3,-808.02073
"2017",2017,0.41,"Premium",4,"F","VS2",5,1104.30397
"2018",2018,1.73,"Premium",4,"H","SI1",3,11228.41041
"2019",2019,0.31,"Ideal",5,"F","IF",8,1801.74727
"2020",2020,0.28,"Ideal",5,"E","VVS2",6,635.24076
"2021",2021,0.32,"Very Good",3,"D","SI1",3,-724.38656
"2022",2022,0.51,"Very Good",3,"G","VS2",5,1780.26667
"2023",2023,1.21,"Ideal",5,"F","SI2",2,6582.01057
"2024",2024,0.71,"Very Good",3,"D","VS2",5,3452.95007
"2025",2025,0.9,"Very Good",3,"E","SI1",3,4126.3953
"2026",2026,0.92,"Premium",4,"J","VS2",5,5369.64664
"2027",2027,0.41,"Ideal",5,"E","VS2",5,1264.68297
"2028",2028,1.11,"Premium",4,"G","SI2",2,5585.28987
"2029",2029,0.58,"Premium",4,"E","VS2",5,2526.08486
"2030",2030,0.25,"Very Good",3,"G","VS2",5,-394.22175
"2031",2031,1,"Good",2,"E","SI2",2,4344.556
"2032",2032,1.01,"Very Good",3,"G","VS1",4,5504.17317
"2033",2033,0.37,"Very Good",3,"D","VVS1",7,1524.99229
"2034",2034,1.15,"Ideal",5,"G","VVS1",7,8369.21555
"2035",2035,1.2,"Ideal",5,"G","VS1",4,7413.9804
"2036",2036,1.5,"Good",2,"H","VS1",4,9441.8685
"2037",2037,1.5,"Ideal",5,"H","VS1",4,9923.0055
"2038",2038,0.84,"Good",2,"G","SI1",3,3464.21128
"2039",2039,0.51,"Premium",4,"F","VVS2",6,2398.44767
"2040",2040,1.54,"Ideal",5,"G","SI2",2,9341.93818
"2041",2041,0.35,"Good",2,"E","VS1",4,-176.06105
"2042",2042,1.01,"Premium",4,"G","VS2",5,6122.35417
"2043",2043,1.11,"Very Good",3,"F","VVS1",7,7713.92087
"2044",2044,1.16,"Premium",4,"G","VVS1",7,8292.47072
"2045",2045,1.01,"Fair",1,"G","SI1",3,4725.61317
"2046",2046,1.26,"Ideal",5,"J","SI1",3,7457.98342
"2047",2047,1.03,"Ideal",5,"G","VVS1",7,7365.60551
"2048",2048,0.53,"Ideal",5,"E","VS2",5,2268.29301
"2049",2049,0.3,"Ideal",5,"D","VS1",4,-113.0949
"2050",2050,1.06,"Premium",4,"G","SI2",2,5167.11902
"2051",2051,1.22,"Premium",4,"H","VS1",4,7420.86974
"2052",2052,0.39,"Very Good",3,"E","VS1",4,318.85463
"2053",2053,0.7,"Very Good",3,"F","VS2",5,3369.3159
"2054",2054,1.5,"Premium",4,"E","SI1",3,9304.8245
"2055",2055,0.72,"Very Good",3,"E","SI1",3,2620.98024
"2056",2056,1.03,"Ideal",5,"G","SI1",3,5534.39751
"2057",2057,0.31,"Good",2,"G","SI1",3,-968.39973
"2058",2058,2.51,"Very Good",3,"I","SI2",2,17133.69467
"2059",2059,2.63,"Ideal",5,"J","SI2",2,18458.06271
"2060",2060,1.27,"Ideal",5,"G","VS2",5,8457.22159
"2061",2061,0.81,"Premium",4,"D","SI1",3,3534.06677
"2062",2062,0.9,"Ideal",5,"G","SI1",3,4447.1533
"2063",2063,0.33,"Ideal",5,"E","VS2",5,595.60961
"2064",2064,1.61,"Ideal",5,"G","VS1",4,10842.98137
"2065",2065,0.36,"Ideal",5,"F","VS2",5,846.51212
"2066",2066,1.3,"Premium",4,"D","SI1",3,7632.1411
"2067",2067,0.9,"Fair",1,"H","VS2",5,4721.2413
"2068",2068,1,"Good",2,"D","SI1",3,4802.358
"2069",2069,1.52,"Very Good",3,"D","SI2",2,8853.91184
"2070",2070,0.55,"Very Good",3,"D","VS2",5,2114.80335
"2071",2071,1,"Very Good",3,"I","VS1",4,5420.539
"2072",2072,0.34,"Premium",4,"I","VVS1",7,1434.46878
"2073",2073,0.53,"Very Good",3,"F","VS2",5,1947.53501
"2074",2074,0.7,"Premium",4,"F","SI1",3,2614.0909
"2075",2075,1.18,"Premium",4,"I","VS1",4,7086.33306
"2076",2076,0.42,"Ideal",5,"G","SI1",3,432.71314
"2077",2077,2.26,"Ideal",5,"I","SI2",2,15363.59842
"2078",2078,0.42,"Very Good",3,"H","VS2",5,1027.55914
"2079",2079,0.73,"Ideal",5,"I","VS1",4,3483.17441
"2080",2080,0.31,"Ideal",5,"E","VS2",5,428.34127
"2081",2081,0.74,"Ideal",5,"F","VS1",4,3566.80858
"2082",2082,1.31,"Premium",4,"J","SI1",3,7715.77527
"2083",2083,1.01,"Good",2,"E","VS2",5,5801.59617
"2084",2084,0.4,"Premium",4,"F","SI1",3,105.0658
"2085",2085,0.4,"Very Good",3,"E","VS2",5,860.2908
"2086",2086,1.52,"Very Good",3,"F","VS2",5,10227.31784
"2087",2087,0.32,"Premium",4,"G","SI1",3,-564.00756
"2088",2088,0.3,"Ideal",5,"E","SI1",3,-570.8969
"2089",2089,0.61,"Ideal",5,"E","VS1",4,2479.56437
"2090",2090,2,"Very Good",3,"J","SI1",3,13326.154
"2091",2091,0.51,"Ideal",5,"D","VS1",4,1643.22267
"2092",2092,0.7,"Ideal",5,"F","SI1",3,2774.4699
"2093",2093,0.91,"Very Good",3,"D","SI2",2,3752.22747
"2094",2094,0.71,"Very Good",3,"G","VVS2",6,3910.75207
"2095",2095,0.42,"Ideal",5,"D","VS2",5,1348.31714
"2096",2096,1.56,"Very Good",3,"H","SI2",2,9188.44852
"2097",2097,0.33,"Ideal",5,"E","VS2",5,595.60961
"2098",2098,0.54,"Ideal",5,"F","VS1",4,1894.12518
"2099",2099,0.36,"Ideal",5,"E","SI1",3,-69.0918800000004
"2100",2100,1.21,"Premium",4,"H","VS1",4,7337.23557
"2101",2101,0.27,"Very Good",3,"D","VS2",5,-226.95341
"2102",2102,2.07,"Premium",4,"H","SI1",3,14071.97219
"2103",2103,0.3,"Very Good",3,"I","VS2",5,23.9491
"2104",2104,0.31,"Very Good",3,"G","VVS1",7,1023.18727
"2105",2105,1.51,"Premium",4,"E","SI1",3,9388.45867
"2106",2106,0.41,"Premium",4,"D","SI2",2,-269.10203
"2107",2107,0.43,"Ideal",5,"F","SI1",3,516.34731
"2108",2108,2.02,"Premium",4,"F","SI2",2,13195.99934
"2109",2109,0.71,"Very Good",3,"I","VS1",4,2995.14807
"2110",2110,0.25,"Ideal",5,"I","VS2",5,-73.4637499999999
"2111",2111,0.3,"Ideal",5,"G","VVS1",7,1260.3111
"2112",2112,0.48,"Premium",4,"F","VS2",5,1689.74316
"2113",2113,0.73,"Ideal",5,"G","VS2",5,3940.97641
"2114",2114,0.35,"Ideal",5,"H","VVS1",7,1678.48195
"2115",2115,0.73,"Premium",4,"E","SI2",2,2407.19141
"2116",2116,0.72,"Ideal",5,"H","VVS2",6,4315.14424
"2117",2117,0.6,"Very Good",3,"E","SI2",2,1159.5682
"2118",2118,1.5,"Very Good",3,"E","SI2",2,8686.6435
"2119",2119,0.31,"Ideal",5,"G","VVS1",7,1343.94527
"2120",2120,1,"Good",2,"F","SI1",3,4802.358
"2121",2121,0.78,"Good",2,"F","VS1",4,3420.20826
"2122",2122,1.76,"Ideal",5,"I","VS1",4,12097.49392
"2123",2123,0.9,"Premium",4,"E","SI1",3,4286.7743
"2124",2124,1,"Good",2,"D","VS2",5,5717.962
"2125",2125,0.7,"Premium",4,"G","SI1",3,2614.0909
"2126",2126,0.41,"Premium",4,"G","VVS2",6,1562.10597
"2127",2127,0.52,"Ideal",5,"D","VS1",4,1726.85684
"2128",2128,0.64,"Premium",4,"D","SI2",2,1654.48388
"2129",2129,0.91,"Premium",4,"E","SI1",3,4370.40847
"2130",2130,0.51,"Ideal",5,"D","VS2",5,2101.02467
"2131",2131,0.3,"Good",2,"E","VVS2",6,321.3721
"2132",2132,0.47,"Good",2,"F","VS1",4,827.54899
"2133",2133,0.71,"Ideal",5,"F","VVS1",7,4689.31207
"2134",2134,0.31,"Ideal",5,"F","VVS2",6,886.14327
"2135",2135,0.3,"Ideal",5,"H","VVS2",6,802.5091
"2136",2136,1,"Premium",4,"H","SI1",3,5123.116
"2137",2137,0.33,"Ideal",5,"E","VS2",5,595.60961
"2138",2138,1.04,"Premium",4,"F","SI2",2,4999.85068
"2139",2139,0.71,"Very Good",3,"E","VS2",5,3452.95007
"2140",2140,1.05,"Very Good",3,"E","SI2",2,4923.10585
"2141",2141,0.42,"Ideal",5,"H","VVS1",7,2263.92114
"2142",2142,0.33,"Very Good",3,"H","IF",8,1648.25761
"2143",2143,0.32,"Premium",4,"I","VS2",5,351.59644
